t,x1,x2,v1,v2,a1,a2
5.79,-9.26,-14.2,-1.94,1.21,1.76,5.77
5.8,-9.28,-14.2,-1.92,1.27,1.73,5.88
5.81,-9.3,-14.1,-1.9,1.33,1.71,5.99
5.82,-9.32,-14.1,-1.89,1.39,1.7,6.09
5.83,-9.34,-14.1,-1.87,1.45,1.71,6.21
5.85,-9.36,-14.1,-1.85,1.52,1.73,6.33
5.86,-9.38,-14.1,-1.83,1.59,1.76,6.46
5.87,-9.4,-14.1,-1.81,1.66,1.8,6.59
5.88,-9.42,-14,-1.79,1.73,1.86,6.72
5.89,-9.44,-14,-1.77,1.8,1.93,6.86
5.9,-9.46,-14,-1.75,1.88,2.01,7.01
5.91,-9.47,-14,-1.73,1.95,2.11,7.18
5.92,-9.49,-14,-1.71,2.02,2.21,7.34
5.93,-9.51,-13.9,-1.69,2.1,2.33,7.52
5.94,-9.52,-13.9,-1.66,2.17,2.46,7.71
5.95,-9.54,-13.9,-1.64,2.25,2.61,7.91
5.96,-9.56,-13.9,-1.61,2.32,2.75,8.11
5.97,-9.57,-13.9,-1.59,2.4,2.91,8.32
5.98,-9.58,-13.8,-1.56,2.47,3.08,8.54
5.98,-9.6,-13.8,-1.53,2.55,3.26,8.78
5.99,-9.61,-13.8,-1.51,2.62,3.43,9
6,-9.62,-13.8,-1.48,2.7,3.62,9.24
6.01,-9.63,-13.7,-1.45,2.77,3.81,9.49
6.02,-9.65,-13.7,-1.41,2.85,4.01,9.74
6.02,-9.66,-13.7,-1.38,2.93,4.2,9.98
6.03,-9.67,-13.7,-1.35,3,4.39,10.2
6.04,-9.68,-13.7,-1.32,3.08,4.58,10.5
6.05,-9.69,-13.6,-1.28,3.16,4.77,10.7
6.05,-9.7,-13.6,-1.25,3.24,4.95,10.9
6.06,-9.71,-13.6,-1.21,3.32,5.13,11.2
6.07,-9.71,-13.6,-1.17,3.41,5.29,11.4
6.08,-9.72,-13.5,-1.13,3.49,5.43,11.5
6.08,-9.73,-13.5,-1.09,3.57,5.54,11.7
6.09,-9.74,-13.5,-1.06,3.64,5.62,11.8
6.1,-9.74,-13.5,-1.02,3.72,5.68,11.9
6.1,-9.75,-13.4,-0.983,3.8,5.7,11.9
6.11,-9.76,-13.4,-0.955,3.86,5.68,11.9
6.11,-9.76,-13.4,-0.927,3.92,5.64,11.8
6.12,-9.76,-13.4,-0.899,3.98,5.57,11.7
6.12,-9.77,-13.4,-0.872,4.03,5.47,11.6
6.13,-9.77,-13.3,-0.845,4.09,5.33,11.4
6.13,-9.78,-13.3,-0.819,4.15,5.15,11.2
6.14,-9.78,-13.3,-0.794,4.2,4.92,10.9
6.14,-9.79,-13.3,-0.771,4.25,4.66,10.6
6.15,-9.79,-13.3,-0.751,4.3,4.38,10.2
6.15,-9.79,-13.2,-0.733,4.34,4.06,9.85
6.16,-9.79,-13.2,-0.716,4.38,3.71,9.41
6.16,-9.8,-13.2,-0.7,4.42,3.31,8.92
6.16,-9.8,-13.2,-0.688,4.46,2.91,8.42
6.17,-9.8,-13.2,-0.677,4.49,2.47,7.88
6.17,-9.81,-13.2,-0.668,4.52,2.01,7.3
6.18,-9.81,-13.1,-0.661,4.55,1.51,6.67
6.18,-9.81,-13.1,-0.656,4.57,0.996,6.04
6.18,-9.81,-13.1,-0.653,4.6,0.46,5.37
6.19,-9.82,-13.1,-0.653,4.62,-0.101,4.68
6.19,-9.82,-13.1,-0.654,4.63,-0.684,3.95
6.2,-9.82,-13,-0.658,4.65,-1.28,3.21
6.2,-9.82,-13,-0.664,4.66,-1.9,2.45
6.2,-9.83,-13,-0.672,4.66,-2.52,1.68
6.21,-9.83,-13,-0.683,4.67,-3.16,0.89
6.21,-9.83,-13,-0.697,4.67,-3.82,0.0732
6.21,-9.83,-13,-0.713,4.67,-4.48,-0.744
6.22,-9.84,-12.9,-0.732,4.67,-5.14,-1.56
6.22,-9.84,-12.9,-0.754,4.66,-5.8,-2.36
6.23,-9.84,-12.9,-0.78,4.65,-6.51,-3.22
6.23,-9.85,-12.9,-0.81,4.63,-7.19,-4.06
6.24,-9.85,-12.9,-0.843,4.61,-7.86,-4.86
6.24,-9.85,-12.8,-0.878,4.59,-8.49,-5.62
6.24,-9.86,-12.8,-0.917,4.56,-9.11,-6.36
6.25,-9.86,-12.8,-0.96,4.53,-9.69,-7.04
6.25,-9.87,-12.8,-1,4.5,-10.2,-7.66
6.26,-9.87,-12.8,-1.05,4.46,-10.7,-8.22
6.26,-9.88,-12.7,-1.1,4.42,-11.2,-8.71
6.27,-9.88,-12.7,-1.15,4.38,-11.6,-9.14
6.27,-9.89,-12.7,-1.2,4.34,-11.9,-9.5
6.28,-9.89,-12.7,-1.26,4.3,-12.2,-9.79
6.28,-9.9,-12.7,-1.31,4.26,-12.5,-10
6.28,-9.9,-12.6,-1.36,4.21,-12.7,-10.2
6.29,-9.91,-12.6,-1.42,4.17,-12.8,-10.3
6.29,-9.92,-12.6,-1.47,4.13,-13,-10.3
6.3,-9.92,-12.6,-1.53,4.08,-13.1,-10.3
6.3,-9.93,-12.6,-1.59,4.04,-13.1,-10.3
6.31,-9.94,-12.6,-1.65,3.99,-13.2,-10.2
6.31,-9.94,-12.5,-1.7,3.95,-13.2,-10
6.32,-9.95,-12.5,-1.77,3.9,-13.2,-9.84
6.32,-9.96,-12.5,-1.83,3.85,-13.2,-9.59
6.32,-9.97,-12.5,-1.9,3.8,-13.1,-9.3
6.33,-9.98,-12.5,-1.96,3.76,-13,-8.97
6.34,-9.99,-12.4,-2.04,3.71,-12.9,-8.54
6.34,-10,-12.4,-2.11,3.66,-12.8,-8.07
6.35,-10,-12.4,-2.19,3.61,-12.7,-7.57
6.35,-10,-12.4,-2.26,3.57,-12.6,-7.04
6.36,-10,-12.4,-2.35,3.52,-12.4,-6.35
6.37,-10.1,-12.3,-2.43,3.48,-12.3,-5.64
6.37,-10.1,-12.3,-2.52,3.45,-12.2,-4.9
6.38,-10.1,-12.3,-2.61,3.41,-12.1,-4.13
6.39,-10.1,-12.3,-2.69,3.39,-12,-3.34
6.4,-10.1,-12.2,-2.78,3.37,-11.9,-2.54
6.4,-10.2,-12.2,-2.86,3.35,-11.9,-1.71
6.41,-10.2,-12.2,-2.94,3.34,-11.9,-0.855
6.42,-10.2,-12.2,-3.02,3.34,-12,-0.0362
6.42,-10.2,-12.1,-3.1,3.34,-12.1,0.807
6.43,-10.2,-12.1,-3.18,3.35,-12.2,1.68
6.44,-10.3,-12.1,-3.26,3.36,-12.4,2.58
6.44,-10.3,-12.1,-3.36,3.39,-12.6,3.62
6.45,-10.3,-12,-3.45,3.42,-12.9,4.72
6.46,-10.3,-12,-3.55,3.46,-13.3,5.87
6.47,-10.4,-12,-3.65,3.5,-13.8,7.1
6.47,-10.4,-12,-3.72,3.54,-14.2,8.02
6.48,-10.4,-12,-3.8,3.59,-14.6,9
6.48,-10.4,-11.9,-3.88,3.64,-15.1,10
6.49,-10.4,-11.9,-3.96,3.69,-15.6,11.1
6.49,-10.5,-11.9,-4.04,3.76,-16.2,12.3
6.5,-10.5,-11.9,-4.13,3.82,-16.9,13.5
6.5,-10.5,-11.9,-4.22,3.9,-17.7,14.8
6.51,-10.5,-11.8,-4.31,3.98,-18.5,16.2
6.51,-10.5,-11.8,-4.4,4.06,-19.3,17.5
6.52,-10.6,-11.8,-4.49,4.14,-20.2,18.9
6.52,-10.6,-11.8,-4.59,4.23,-21.1,20.4
6.53,-10.6,-11.8,-4.69,4.33,-22.2,22
6.53,-10.6,-11.7,-4.78,4.42,-23.1,23.5
6.53,-10.6,-11.7,-4.87,4.52,-24.1,25
6.54,-10.7,-11.7,-4.97,4.62,-25.2,26.7
6.54,-10.7,-11.7,-5.07,4.73,-26.4,28.4
6.55,-10.7,-11.7,-5.17,4.83,-27.5,30
6.55,-10.7,-11.7,-5.26,4.94,-28.7,31.6
6.55,-10.7,-11.6,-5.37,5.05,-29.8,33.3
6.56,-10.8,-11.6,-5.47,5.17,-31.1,35
6.56,-10.8,-11.6,-5.57,5.28,-32.2,36.6
6.56,-10.8,-11.6,-5.67,5.4,-33.4,38.2
6.57,-10.8,-11.6,-5.78,5.52,-34.6,39.8
6.57,-10.8,-11.6,-5.89,5.65,-35.7,41.4
6.57,-10.8,-11.5,-5.99,5.77,-36.8,42.8
6.57,-10.9,-11.5,-6.1,5.89,-37.8,44.2
6.58,-10.9,-11.5,-6.21,6.03,-38.7,45.4
6.58,-10.9,-11.5,-6.33,6.16,-39.6,46.4
6.58,-10.9,-11.5,-6.45,6.3,-40.2,47.2
6.59,-10.9,-11.4,-6.57,6.44,-40.7,47.6
6.59,-11,-11.4,-6.69,6.58,-40.8,47.7
6.59,-11,-11.4,-6.81,6.72,-40.6,47.2
6.59,-11,-11.4,-6.89,6.82,-40.2,46.5
6.6,-11,-11.4,-6.98,6.92,-39.6,45.4
6.6,-11,-11.4,-7.06,7.01,-38.7,44
6.6,-11,-11.3,-7.14,7.1,-37.5,42.1
6.6,-11.1,-11.3,-7.22,7.19,-36.1,39.8
6.6,-11.1,-11.3,-7.29,7.27,-34.2,37
6.61,-11.1,-11.3,-7.36,7.34,-32.1,33.8
6.61,-11.1,-11.3,-7.42,7.41,-29.7,30.1
6.61,-11.1,-11.3,-7.48,7.46,-27.3,26.5
6.61,-11.1,-11.3,-7.52,7.5,-24.6,22.5
6.61,-11.1,-11.2,-7.57,7.54,-21.8,18.3
6.62,-11.2,-11.2,-7.6,7.57,-18.8,13.8
6.62,-11.2,-11.2,-7.63,7.59,-15.7,9.15
6.62,-11.2,-11.2,-7.66,7.6,-12.5,4.38
6.62,-11.2,-11.2,-7.68,7.61,-9.29,-0.479
6.62,-11.2,-11.2,-7.69,7.6,-6.02,-5.38
6.63,-11.2,-11.2,-7.7,7.58,-2.22,-11.1
6.63,-11.2,-11.1,-7.7,7.56,1.49,-16.7
6.63,-11.3,-11.1,-7.69,7.52,5.04,-22.1
6.63,-11.3,-11.1,-7.68,7.46,8.4,-27.3
6.63,-11.3,-11.1,-7.66,7.4,11.4,-31.8
6.64,-11.3,-11.1,-7.63,7.34,14.1,-36
6.64,-11.3,-11.1,-7.6,7.26,16.5,-39.9
6.64,-11.3,-11.1,-7.57,7.18,18.6,-43.3
6.64,-11.3,-11,-7.54,7.1,20.2,-45.9
6.64,-11.4,-11,-7.5,7.02,21.6,-48.3
6.64,-11.4,-11,-7.46,6.94,22.8,-50.3
6.65,-11.4,-11,-7.42,6.85,23.8,-52.1
6.65,-11.4,-11,-7.38,6.76,24.6,-53.6
6.65,-11.4,-11,-7.34,6.67,25.2,-54.9
6.65,-11.4,-11,-7.3,6.58,25.6,-55.9
6.65,-11.4,-11,-7.25,6.48,25.9,-56.8
6.65,-11.4,-11,-7.21,6.37,26.1,-57.4
6.66,-11.5,-10.9,-7.16,6.27,26.1,-57.9
6.66,-11.5,-10.9,-7.11,6.16,26,-58.2
6.66,-11.5,-10.9,-7.06,6.06,25.8,-58.4
6.66,-11.5,-10.9,-7.01,5.94,25.5,-58.4
6.66,-11.5,-10.9,-6.96,5.82,25,-58.3
6.67,-11.5,-10.9,-6.91,5.7,24.5,-58.1
6.67,-11.5,-10.9,-6.86,5.58,23.9,-57.7
6.67,-11.6,-10.9,-6.8,5.44,23.1,-57.2
6.67,-11.6,-10.8,-6.74,5.3,22.3,-56.7
6.68,-11.6,-10.8,-6.69,5.16,21.4,-56
6.68,-11.6,-10.8,-6.64,5.02,20.4,-55.4
6.68,-11.6,-10.8,-6.57,4.84,19.2,-54.4
6.69,-11.7,-10.8,-6.51,4.67,17.9,-53.5
6.69,-11.7,-10.8,-6.46,4.49,16.6,-52.6
6.69,-11.7,-10.8,-6.4,4.32,15.3,-51.7
6.7,-11.7,-10.7,-6.35,4.12,13.8,-50.7
6.7,-11.7,-10.7,-6.3,3.93,12.4,-49.7
6.7,-11.8,-10.7,-6.25,3.74,11.1,-48.9
6.71,-11.8,-10.7,-6.21,3.55,9.75,-48.1
6.71,-11.8,-10.7,-6.18,3.38,8.62,-47.5
6.71,-11.8,-10.7,-6.15,3.22,7.53,-47
6.72,-11.9,-10.7,-6.13,3.05,6.48,-46.6
6.72,-11.9,-10.7,-6.11,2.89,5.48,-46.2
6.72,-11.9,-10.6,-6.09,2.72,4.5,-45.9
6.73,-11.9,-10.6,-6.07,2.56,3.56,-45.6
6.73,-11.9,-10.6,-6.06,2.4,2.66,-45.4
6.74,-12,-10.6,-6.05,2.23,1.81,-45.3
6.74,-12,-10.6,-6.05,2.06,0.957,-45.2
6.74,-12,-10.6,-6.05,1.89,0.149,-45.2
6.75,-12,-10.6,-6.05,1.72,-0.618,-45.2
6.75,-12.1,-10.6,-6.05,1.55,-1.34,-45.3
6.75,-12.1,-10.6,-6.06,1.37,-2.06,-45.4
6.76,-12.1,-10.6,-6.07,1.19,-2.73,-45.6
6.76,-12.1,-10.6,-6.08,1.01,-3.36,-45.8
6.77,-12.2,-10.6,-6.09,0.829,-3.95,-46.1
6.77,-12.2,-10.6,-6.11,0.636,-4.53,-46.4
6.77,-12.2,-10.6,-6.13,0.442,-5.05,-46.8
6.78,-12.2,-10.6,-6.15,0.246,-5.53,-47.1
6.78,-12.3,-10.6,-6.18,0.0485,-5.96,-47.5
6.79,-12.3,-10.6,-6.21,-0.201,-6.43,-48
6.79,-12.3,-10.6,-6.24,-0.453,-6.82,-48.5
6.8,-12.4,-10.6,-6.28,-0.707,-7.12,-49
6.8,-12.4,-10.6,-6.32,-0.965,-7.33,-49.4
6.81,-12.4,-10.6,-6.35,-1.18,-7.44,-49.8
6.81,-12.4,-10.6,-6.38,-1.39,-7.49,-50.1
6.82,-12.5,-10.6,-6.41,-1.61,-7.47,-50.4
6.82,-12.5,-10.6,-6.45,-1.82,-7.38,-50.7
6.83,-12.5,-10.6,-6.48,-2.03,-7.24,-50.9
6.83,-12.6,-10.6,-6.51,-2.24,-7.03,-51.1
6.83,-12.6,-10.6,-6.53,-2.45,-6.75,-51.2
6.84,-12.6,-10.6,-6.56,-2.66,-6.41,-51.3
6.84,-12.6,-10.6,-6.59,-2.89,-5.98,-51.3
6.85,-12.7,-10.7,-6.61,-3.11,-5.48,-51.2
6.85,-12.7,-10.7,-6.64,-3.33,-4.9,-51.1
6.85,-12.7,-10.7,-6.66,-3.55,-4.24,-50.8
6.86,-12.8,-10.7,-6.67,-3.79,-3.43,-50.5
6.86,-12.8,-10.7,-6.69,-4.03,-2.52,-50.1
6.87,-12.8,-10.7,-6.7,-4.27,-1.53,-49.5
6.87,-12.8,-10.8,-6.7,-4.51,-0.449,-48.9
6.88,-12.9,-10.8,-6.7,-4.81,1.06,-47.9
6.89,-12.9,-10.8,-6.69,-5.1,2.7,-46.7
6.89,-13,-10.9,-6.67,-5.39,4.47,-45.4
6.9,-13,-10.9,-6.63,-5.66,6.34,-43.8
6.9,-13,-10.9,-6.59,-5.9,8.07,-42.4
6.91,-13.1,-11,-6.55,-6.12,9.88,-40.8
6.92,-13.1,-11,-6.49,-6.34,11.7,-39.1
6.92,-13.2,-11,-6.42,-6.55,13.6,-37.4
6.93,-13.2,-11.1,-6.35,-6.73,15.3,-35.7
6.93,-13.2,-11.1,-6.27,-6.89,17,-34.1
6.93,-13.2,-11.1,-6.19,-7.05,18.7,-32.4
6.94,-13.3,-11.2,-6.09,-7.2,20.4,-30.6
6.94,-13.3,-11.2,-6,-7.33,22.1,-28.9
6.95,-13.3,-11.2,-5.89,-7.46,23.7,-27.2
6.95,-13.4,-11.3,-5.78,-7.58,25.3,-25.5
6.96,-13.4,-11.3,-5.66,-7.7,26.9,-23.7
6.96,-13.4,-11.3,-5.53,-7.8,28.5,-22
6.97,-13.4,-11.4,-5.39,-7.9,30,-20.3
6.97,-13.5,-11.4,-5.25,-7.99,31.5,-18.6
6.98,-13.5,-11.4,-5.1,-8.08,32.9,-16.9
6.98,-13.5,-11.5,-4.95,-8.15,34.2,-15.4
6.99,-13.5,-11.5,-4.79,-8.22,35.5,-13.9
6.99,-13.5,-11.5,-4.63,-8.28,36.7,-12.5
6.99,-13.6,-11.6,-4.46,-8.33,37.8,-11.2
7,-13.6,-11.6,-4.28,-8.38,38.9,-9.9
7,-13.6,-11.7,-4.1,-8.42,39.8,-8.74
7.01,-13.6,-11.7,-3.92,-8.46,40.7,-7.67
7.01,-13.6,-11.7,-3.73,-8.49,41.6,-6.71
7.02,-13.7,-11.8,-3.53,-8.52,42.4,-5.83
7.02,-13.7,-11.8,-3.33,-8.55,43.1,-5.07
7.03,-13.7,-11.9,-3.12,-8.57,43.7,-4.45
7.03,-13.7,-11.9,-2.91,-8.59,44.3,-3.96
7.04,-13.7,-11.9,-2.68,-8.61,44.9,-3.6
7.04,-13.7,-12,-2.45,-8.63,45.4,-3.39
7.05,-13.7,-12,-2.21,-8.64,45.8,-3.36
7.05,-13.8,-12.1,-1.98,-8.66,46.2,-3.5
7.06,-13.8,-12.1,-1.74,-8.68,46.6,-3.82
7.06,-13.8,-12.2,-1.51,-8.7,46.9,-4.32
7.07,-13.8,-12.2,-1.27,-8.72,47.2,-5
7.07,-13.8,-12.3,-1.03,-8.75,47.6,-5.87
7.08,-13.8,-12.3,-0.881,-8.77,47.8,-6.48
7.08,-13.8,-12.3,-0.736,-8.79,48,-7.16
7.08,-13.8,-12.3,-0.59,-8.81,48.3,-7.92
7.09,-13.8,-12.4,-0.444,-8.84,48.5,-8.76
7.09,-13.8,-12.4,-0.296,-8.87,48.8,-9.67
7.09,-13.8,-12.4,-0.148,-8.9,49.1,-10.7
7.09,-13.8,-12.4,0.00114,-8.93,49.5,-11.7
7.1,-13.8,-12.5,0.151,-8.97,49.8,-12.9
7.1,-13.8,-12.5,0.29,-9.01,50.2,-14
7.1,-13.8,-12.5,0.429,-9.05,50.6,-15.3
7.11,-13.8,-12.5,0.57,-9.09,51.1,-16.6
7.11,-13.8,-12.6,0.711,-9.14,51.5,-18
7.11,-13.8,-12.6,0.842,-9.18,52,-19.3
7.11,-13.8,-12.6,0.973,-9.23,52.5,-20.7
7.12,-13.8,-12.6,1.11,-9.29,53.1,-22.2
7.12,-13.8,-12.7,1.24,-9.35,53.7,-23.8
7.12,-13.8,-12.7,1.37,-9.41,54.3,-25.4
7.12,-13.8,-12.7,1.5,-9.47,55,-27
7.13,-13.8,-12.7,1.64,-9.54,55.7,-28.8
7.13,-13.8,-12.8,1.77,-9.61,56.4,-30.6
7.13,-13.8,-12.8,1.91,-9.68,57.2,-32.5
7.13,-13.8,-12.8,2.04,-9.76,58,-34.4
7.14,-13.8,-12.8,2.18,-9.85,58.9,-36.4
7.14,-13.8,-12.8,2.33,-9.94,59.8,-38.6
7.14,-13.7,-12.9,2.47,-10,60.7,-40.7
